entity_name,address_and_city,state,zip,country,unique_id,entity_id
ACME TRADING LTD,LOS ANGELES,CA,90210,US,454,31
ACME INVESTMENTS LTD,,NY,10003,US,455,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,456,8
TYCHO FEEDER FUND,INC,NC,,US,457,6
ACME INVESTMENTS LTD,,,,,458,8
PA CIFIC TRUST INC,ZURICH CHE,,,,459,13
NORTH SEA SHIPPING BV,SG SGP,,,,460,53
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,461,8
TYCHO FEEDER FUND,INC LONDON,,,GB,462,6
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,463,79
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,464,8
ACME TRADING LTD,,,,,465,31
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,466,8
NORTH SEA SHIPPING BV,,NY,10003,US,467,53
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,468,231
ACME INVESTMENTS LTD,,,,,469,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,470,8
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,471,95
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,472,95
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,473,7
ACME INVESTMENTS LTD,,,,,474,8
ACME TRUST INC,,,,,475,7
ACME INVESTMENTS LTD,LONDON,,,GB,476,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,477,8
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,478,27
ACME INVESTMENTS LTD,,,,,479,8
ACME TRUST INC,LONDON,,,GB,480,7
TYCHO FEEDER FUND,INC ROAD TOWN TORTOLA,,,VG,481,6
NORTH SEA SHIPPING BV,,,,,482,53
ACME TRADING LTD,SG SGP,,,,483,31
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,484,27
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,485,8
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,486,231
ACME INVESTMENTS LTD,,,,,487,8
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,488,35
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,489,8
ACME INVESTMENTS LTD,,,,,490,8
ACME INVESTMENTS LTD,ZURICH CHE,,,,491,8
NORTH SEA SHIPPING BV,SG SGP,,,,492,53
ACME TRADING LTD,ZURICH CHE,,,,493,31
ACME INVESTMENTS LTD,,,,,494,8
JOHN DOE,JOHN DOE,,,,495,83
ACME INVESTMENTS LTD,,NY,10003,US,496,8
ACME INVESTMENTS LTD,,,,,497,8
ACME TRUST INC,,NY,10003,US,498,7
ACME TRUST INC,,,,,499,7
