entity_name,address_and_city,state,zip,country,unique_id,entity_id
ACME TRADING LTD,LOS ANGELES,CA,90210,US,454,76
ACME INVESTMENTS LTD,,NY,10003,US,455,14
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,456,16
TYCHO FEEDER FUND,INC,NC,,US,457,49
ACME INVESTMENTS LTD,,,,,458,458
PA CIFIC TRUST INC,ZURICH CHE,,,,459,106
NORTH SEA SHIPPING BV,SG SGP,,,,460,460
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,461,9
TYCHO FEEDER FUND,INC LONDON,,,GB,462,279
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,463,463
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,464,9
ACME TRADING LTD,,,,,465,57
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,466,16
NORTH SEA SHIPPING BV,,NY,10003,US,467,72
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,468,468
ACME INVESTMENTS LTD,,,,,469,469
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,470,16
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,471,95
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,472,95
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,473,85
ACME INVESTMENTS LTD,,,,,474,474
ACME TRUST INC,,,,,475,475
ACME INVESTMENTS LTD,LONDON,,,GB,476,51
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,477,9
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,478,27
ACME INVESTMENTS LTD,,,,,479,479
ACME TRUST INC,LONDON,,,GB,480,7
TYCHO FEEDER FUND,INC ROAD TOWN TORTOLA,,,VG,481,10
NORTH SEA SHIPPING BV,,,,,482,482
ACME TRADING LTD,SG SGP,,,,483,31
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,484,27
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,485,16
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,486,486
ACME INVESTMENTS LTD,,,,,487,487
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,488,40
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,489,16
ACME INVESTMENTS LTD,,,,,490,490
ACME INVESTMENTS LTD,ZURICH CHE,,,,491,491
NORTH SEA SHIPPING BV,SG SGP,,,,492,492
ACME TRADING LTD,ZURICH CHE,,,,493,220
ACME INVESTMENTS LTD,,,,,494,494
JOHN DOE,JOHN DOE,,,,495,495
ACME INVESTMENTS LTD,,NY,10003,US,496,14
ACME INVESTMENTS LTD,,,,,497,497
ACME TRUST INC,,NY,10003,US,498,24
ACME TRUST INC,,,,,499,499
